1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
57	56
58	57
59	58
60	59
61	60
62	61
63	62
64	63
65	64
66	65
67	66
68	67
69	68
70	69
71	70
72	71
73	72
74	73
75	74
76	75
77	76
78	77
79	78
80	79
81	80
82	81
83	82
84	83
85	84
86	85
87	86
88	87
89	88
90	89
91	90
92	91
93	92
94	93
95	94
96	95
97	96
98	97
99	98
100	99
101	100
102	101
103	102
104	103
105	104
106	105
107	106
108	107
109	108
110	109
111	110
112	111
113	112
114	113
115	114
116	115
117	116
123	117
124	118
125	119
126	120
127	121
128	122
129	123
130	124
131	125
132	126
133	127
134	128
135	129
136	130
137	131
138	132
139	133
140	134
141	135
142	136
143	137
144	138
145	139
146	140
147	141
148	142
149	143
150	144
151	145
152	146
153	147
154	148
155	149
156	150
157	151
158	152
159	153
160	154
161	155
162	156
163	157
164	158
165	159
166	160
167	161
168	162
169	163
170	164
171	165
172	166
173	167
174	168
175	169
176	170
177	171
178	172
179	173
180	174
181	175
182	176
183	177
184	178
185	179
186	180
187	181
188	182
189	183
190	184
191	185
192	186
193	187
194	188
195	189
196	190
197	191
198	192
199	193
200	194
201	195
202	196
203	197
204	198
205	199
206	200
207	201
208	202
209	203
210	204
211	205
212	206
213	207
214	208
215	209
216	210
217	211
218	212
219	213
220	214
221	215
222	216
223	217
224	218
225	219
226	220
227	221
228	222
229	223
230	224
231	225
232	226
233	227
234	228
235	229
236	230
237	231
238	232
239	233
240	234
241	235
242	236
243	237
244	238
245	239
246	240
247	241
248	242
249	243
250	244
251	245
252	246
253	247
254	248
255	249
256	250
257	251
258	252
259	253
260	254
261	255
262	256
263	257
264	258
265	259
266	260
267	261
268	262
269	263
270	264
271	265
272	266
273	267
274	268
275	269
276	270
277	271
278	272
279	273
280	274
281	275
282	276
283	277
284	278
285	279
286	280
287	281
288	282
289	283
290	284
291	285
292	286
293	287
294	288
295	289
296	290
297	291
298	292
299	293
300	294
301	295
302	296
303	297
304	298
305	299
306	300
307	301
308	302
309	303
310	304
311	305
312	306
313	307
314	308
315	309
316	310
317	311
318	312
