35	0
110	1
133	2
137	3
138	4
139	5
140	6
141	7
142	8
143	9
148	10
149	11
150	12
151	13
152	14
153	15
154	16
155	17
156	18
157	19
159	20
160	21
162	22
163	23
179	24
180	25
186	26
187	27
190	28
191	29
192	30
193	31
196	32
197	33
203	34
204	35
208	36
209	37
211	38
212	39
213	40
214	41
215	42
216	43
217	44
218	45
219	46
220	47
221	48
222	49
223	50
224	51
227	52
228	53
230	54
231	55
232	56
233	57
234	58
235	59
240	60
241	61
242	62
243	63
244	64
246	65
247	66
248	67
249	68
250	69
251	70
258	71
259	72
260	73
263	74
264	75
265	76
267	77
268	78
269	79
270	80
271	81
273	82
274	83
275	84
278	85
280	86
282	87
284	88
293	89
294	90
295	91
296	92
298	93
299	94
300	95
304	96
305	97
306	98
308	99
309	100
310	101
313	102
314	103
315	104
316	105
318	106
324	107
325	108
326	109
478	110
488	111
490	112
491	113
492	114
493	115
494	116
495	117
496	118
497	119
499	120
500	121
503	122
504	123
505	124
506	125
507	126
510	127
511	128
520	129
532	130
533	131
534	132
535	133
556	134
560	135
562	136
563	137
564	138
565	139
566	140
567	141
571	142
572	143
573	144
591	145
592	146
593	147
594	148
595	149
599	150
602	151
603	152
604	153
607	154
608	155
609	156
610	157
612	158
614	159
615	160
616	161
617	162
618	163
621	164
622	165
625	166
626	167
629	168
630	169
631	170
632	171
633	172
634	173
644	174
645	175
646	176
653	177
654	178
656	179
657	180
658	181
659	182
660	183
661	184
662	185
663	186
664	187
665	188
672	189
673	190
674	191
675	192
676	193
681	194
682	195
683	196
686	197
687	198
691	199
692	200
693	201
694	202
695	203
696	204
697	205
698	206
699	207
700	208
707	209
708	210
712	211
713	212
714	213
723	214
725	215
726	216
731	217
732	218
733	219
735	220
736	221
738	222
740	223
741	224
742	225
748	226
749	227
751	228
752	229
753	230
755	231
756	232
757	233
758	234
759	235
760	236
762	237
764	238
765	239
766	240
767	241
769	242
770	243
772	244
773	245
777	246
778	247
779	248
781	249
782	250
783	251
785	252
786	253
787	254
788	255
790	256
792	257
793	258
794	259
795	260
796	261
797	262
798	263
799	264
806	265
807	266
808	267
811	268
812	269
814	270
815	271
816	272
817	273
824	274
825	275
826	276
827	277
828	278
829	279
835	280
836	281
838	282
839	283
845	284
846	285
847	286
848	287
849	288
850	289
851	290
852	291
853	292
855	293
856	294
859	295
860	296
864	297
865	298
866	299
868	300
869	301
877	302
888	303
889	304
890	305
891	306
898	307
899	308
901	309
902	310
945	311
946	312
947	313
948	314
951	315
952	316
959	317
960	318
967	319
971	320
972	321
973	322
974	323
976	324
977	325
979	326
980	327
981	328
982	329
984	330
985	331
986	332
988	333
989	334
999	335
1005	336
1020	337
1021	338
1033	339
1049	340
1050	341
1052	342
1054	343
1055	344
1065	345
1066	346
1073	347
1074	348
1075	349
1076	350
1081	351
1082	352
1083	353
1084	354
1085	355
1095	356
1096	357
1106	358
1109	359
1110	360
1111	361
1112	362
1113	363
1119	364
1120	365
1121	366
1126	367
1127	368
1129	369
1130	370
1132	371
1133	372
1138	373
1139	374
1143	375
1144	376
1145	377
1146	378
1147	379
1148	380
1149	381
1150	382
1151	383
1159	384
1160	385
1161	386
1163	387
1164	388
1165	389
1167	390
1168	391
1171	392
1172	393
1173	394
1179	395
1180	396
1181	397
1183	398
1184	399
1185	400
1186	401
1188	402
1189	403
1190	404
1193	405
1196	406
1197	407
1198	408
1200	409
1201	410
1202	411
1204	412
1205	413
1208	414
1209	415
1213	416
1214	417
1217	418
1218	419
1219	420
1220	421
1222	422
1223	423
1229	424
1235	425
1241	426
1242	427
1246	428
1256	429
1257	430
1259	431
1260	432
1265	433
1266	434
1275	435
1276	436
1281	437
1282	438
1295	439
1298	440
1299	441
1305	442
1306	443
1307	444
1315	445
1316	446
1317	447
1323	448
1324	449
1325	450
1326	451
1327	452
1333	453
1334	454
1341	455
1342	456
