1	0
2	1
3	2
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	51
53	52
54	53
55	54
56	55
57	56
58	57
59	58
62	59
63	60
64	61
65	62
66	63
67	64
68	65
69	66
70	67
71	68
72	69
73	70
74	71
75	72
76	73
77	74
78	75
79	76
80	77
81	78
82	79
83	80
84	81
85	82
86	83
87	84
88	85
89	86
90	87
91	88
92	89
93	90
94	91
95	92
96	93
97	94
98	95
99	96
100	97
101	98
102	99
103	100
104	101
105	102
106	103
107	104
108	105
109	106
110	107
111	108
112	109
113	110
114	111
115	112
116	113
117	114
118	115
119	116
120	117
121	118
122	119
123	120
124	121
125	122
126	123
127	124
128	125
129	126
130	127
131	128
132	129
133	130
134	131
135	132
136	133
137	134
138	135
139	136
140	137
141	138
142	139
143	140
144	141
145	142
146	143
147	144
148	145
149	146
150	147
151	148
152	149
153	150
154	151
155	152
156	153
157	154
158	155
159	156
